21,ABT,2013-12-31,3475000000,2186000000,53,2576000000,42953000000,17782000000,19657000000,2013,1.64,1570731707.32
22,ABT,2014-12-31,4063000000,2668000000,54,2284000000,41207000000,19681000000,20247000000,2014,1.5,1522666666.67
23,ABT,2015-12-31,5001000000,3346000000,57,4423000000,41247000000,20036000000,20405000000,2015,2.94,1504421768.71
24,ADBE,2013-11-29,834556000,423649000,86,289985000,10380298000,3655664000,4055240000,2013,0.58,499974137.931
25,ADBE,2014-11-28,1117400000,421108000,85,268395000,10785829000,4009924000,4147065000,2014,0.54,497027777.778
26,ADBE,2015-11-27,876560000,937965000,84,629551000,11726472000,4724892000,4795511000,2015,1.26,499643650.794
28,ADI,2013-11-02,392089000,842425000,64,673487000,6381750000,1642174000,2633689000,2013,2.19,307528310.502
29,ADI,2014-11-01,569233000,764129000,64,629320000,6859690000,2101793000,2864773000,2014,0.35,1798057142.86
30,ADI,2015-10-31,884353000,837144000,66,696878000,7058777000,1985818000,3435092000,2015,0.31,2247993548.39
31,ADI,2016-10-29,921132000,1045678000,65,861664000,7970278000,2804660000,3421409000,2016,0.96,897566666.667
33,ADM,2013-12-31,7082000000,2437000000,4,1342000000,43752000000,23558000000,89804000000,2013,2.03,661083743.842
34,ADM,2014-12-31,5976000000,3467000000,6,2248000000,43997000000,24367000000,81201000000,2014,3.44,653488372.093
35,ADM,2015-12-31,6124000000,2592000000,6,1849000000,40157000000,22242000000,67702000000,2015,2.99,618394648.829
36,ADS,2012-12-31,1386042000,974364000,34,422256000,12000139000,11471652000,3641390000,2012,8.44,50030331.7536
37,ADS,2013-12-31,1480171000,1098912000,33,496170000,13244257000,12388496000,4319063000,2013,10.09,49174430.1288
38,ADS,2014-12-31,1597492000,1098467000,31,506293000,20263977000,17867597000,5302940000,2014,8.72,58061123.8532
39,ADS,2015-12-31,1624601000,1261860000,30,596541000,22421830000,20411800000,6439746000,2015,8.91,66951851.8519
40,ADSK,2013-01-31,1612200000,310000000,90,247400000,4308400000,2265200000,2312200000,2013,1.09,226972477.064
41,ADSK,2014-01-31,1853000000,284800000,88,228800000,4595000000,2333500000,2273900000,2014,1.02,224313725.49
42,ADSK,2015-01-31,1410600000,120700000,86,81800000,4909700000,2690500000,2512200000,2015,0.36,227222222.222
43,ADSK,2016-01-31,1353000000,1300000,85,-330500000,5515300000,3895700000,2504100000,2016,-1.46,226369863.014
44,AEE,2012-12-31,184000000,1221000000,40,-974000000,22230000000,15614000000,5781000000,2012,-4.01,242892768.08
45,AEE,2013-12-31,30000000,1227000000,40,295000000,21042000000,14498000000,5838000000,2013,1.19,247899159.664
46,AEE,2014-12-31,5000000,1311000000,41,592000000,22289000000,15576000000,6053000000,2014,2.42,244628099.174
47,AEE,2015-12-31,292000000,1303000000,43,636000000,23640000000,16694000000,6098000000,2015,2.6,244615384.615
48,AEP,2012-12-31,355000000,2810000000,57,1259000000,54367000000,39130000000,14945000000,2012,2.6,484230769.231
49,AEP,2013-12-31,188000000,2983300000,55,1484200000,56414000000,40329000000,14813500000,2013,3.04,488223684.211
50,AEP,2014-12-31,257700000,3270900000,53,1638000000,59544600000,42724400000,16378600000,2014,3.34,490419161.677
52,AFL,2012-12-31,2041000000,4563000000,33,2866000000,131094000000,115116000000,25364000000,2012,6.14,466775244.3
53,AFL,2013-12-31,2543000000,5109000000,36,3158000000,121307000000,106687000000,23939000000,2013,6.8,464411764.706
54,AFL,2014-12-31,4658000000,4808000000,37,2951000000,119767000000,101420000000,22728000000,2014,6.54,451223241.59
55,AFL,2015-12-31,4350000000,4151000000,37,2533000000,118296000000,100588000000,20872000000,2015,5.88,430782312.925
56,AIG,2012-12-31,1151000000,5210000000,47,3438000000,548633000000,450631000000,71214000000,2012,,
57,AIG,2013-12-31,2241000000,11510000000,50,9085000000,541329000000,440859000000,68874000000,2013,6.16,1474837662.34
58,AIG,2014-12-31,1758000000,12219000000,48,7529000000,515581000000,408683000000,64406000000,2014,5.27,1428652751.42
59,AIG,2015-12-31,1629000000,4562000000,37,2196000000,496943000000,407285000000,58327000000,2015,1.69,1299408284.02
60,AIV,2012-12-31,229998000,209759000,60,132456000,6401380000,5485955000,958511000,2012,0.61,217140983.607
61,AIV,2013-12-31,182788000,269685000,61,207290000,6079413000,5111956000,974053000,2013,1.4,148064285.714
62,AIV,2014-12-31,120416000,268399000,61,309249000,6097028000,4869293000,984363000,2014,2.06,150120873.786
63,AIV,2015-12-31,137745000,263551000,63,248710000,6144194000,4521803000,981310000,2015,1.52,163625000
64,AIZ,2013-12-31,1717184000,867434000,26,488907000,29714689000,24881210000,9047657000,2013,6.38,76631191.2226
65,AIZ,2014-12-31,1318656000,802532000,22,470907000,31562466000,26381159000,10381653000,2014,6.52,72225000
66,AIZ,2015-12-31,1288305000,256297000,16,141555000,30036402000,25512435000,10325494000,2015,2.08,68055288.4615
68,AJG,2013-12-31,1325500000,341100000,100,268600000,6860500000,4775000000,3179600000,2013,2.08,129134615.385
69,AJG,2014-12-31,1682000000,380500000,100,303400000,10010000000,6780600000,4626500000,2014,1.98,153232323.232
70,AJG,2015-12-31,1892500000,396500000,100,356800000,10910500000,7272200000,5392400000,2015,2.07,172367149.758
72,AKAM,2012-12-31,201989000,321591000,61,203989000,2600627000,254873000,1373947000,2012,1.15,177381739.13
73,AKAM,2013-12-31,333891000,419554000,68,293487000,2957685000,328254000,1577922000,2013,1.65,177870909.091
74,AKAM,2014-12-31,238650000,495239000,69,333948000,4001546000,1056211000,1963874000,2014,1.87,178581818.182
75,AKAM,2015-12-31,289473000,475149000,67,321406000,4187925000,1067047000,2197448000,2015,1.8,178558888.889
76,ALB,2012-12-31,477696000,401012000,36,311536000,3437291000,1603693000,2519154000,2012,3.49,89265329.5129
77,ALB,2013-12-31,477239000,570001000,36,413171000,3584797000,1957436000,2394270000,2013,4.93,83807505.071
78,ALB,2014-12-31,2489768000,254537000,32,133316000,5223103000,3863638000,2445548000,2014,1.69,78885207.1006
79,ALB,2015-12-31,213734000,490909000,33,334906000,9615014000,6360622000,3651335000,2015,3.01,111264451.827
80,ALK,2012-12-31,174000000,560000000,50,316000000,5505000000,4084000000,4657000000,2012,4.47,70693512.3043
81,ALK,2013-12-31,80000000,851000000,54,508000000,5838000000,3809000000,5156000000,2013,7.26,69972451.7906
82,ALK,2014-12-31,107000000,1003000000,57,605000000,6064000000,3937000000,5368000000,2014,4.47,135346756.152
83,ALK,2015-12-31,73000000,1320000000,65,848000000,6533000000,4122000000,5598000000,2015,6.61,128290468.986
84,ALL,2012-12-31,806000000,3679000000,35,2306000000,126947000000,106367000000,33315000000,2012,4.71,489596602.972
85,ALL,2013-12-31,675000000,3763000000,43,2280000000,123520000000,102040000000,34507000000,2013,4.87,468172484.6
86,ALL,2014-12-31,657000000,4558000000,40,2850000000,108479000000,86175000000,35239000000,2014,6.37,447409733.124
87,ALL,2015-12-31,495000000,3574000000,36,2171000000,104656000000,84631000000,35653000000,2015,5.12,424023437.5
89,ALLE,2014-12-31,290500000,321700000,40,175200000,2015900000,2020700000,2118300000,2014,1.82,96263736.2637
90,ALLE,2015-12-31,199700000,262200000,42,153900000,2263000000,2237400000,2068100000,2015,1.6,96187500
92,ALXN,2013-12-31,529857000,530381000,89,252895000,3317696000,935617000,1551346000,2013,1.29,196042635.659
93,ALXN,2014-12-31,943999000,875000000,92,657000000,4201962000,899944000,2234000000,2014,3.32,197891566.265
94,ALXN,2015-12-31,1010000000,546000000,91,144000000,13097000000,4838000000,2604000000,2015,0.68,211764705.882
96,AMAT,2013-10-27,1711000000,445000000,40,256000000,12043000000,4955000000,7509000000,2013,0.21,1219047619.05
97,AMAT,2014-10-26,3002000000,1543000000,42,1072000000,13174000000,5306000000,9072000000,2014,0.88,1218181818.18
98,AMAT,2015-10-25,4797000000,1701000000,41,1377000000,15308000000,7695000000,9659000000,2015,1.13,1218584070.8
99,AMAT,2016-10-30,3406000000,2168000000,42,1721000000,14588000000,7371000000,10825000000,2016,1.56,1103205128.21
100,AME,2012-12-31,157984000,737947000,35,459132000,5190056000,2654905000,3334213000,2012,1.9,241648421.053
101,AME,2013-12-31,295203000,798367000,35,516999000,5877902000,2741781000,3594136000,2013,2.12,243867452.83
102,AME,2014-12-31,377615000,884760000,35,584460000,6420963000,3181402000,4021964000,2014,2.39,244543933.054
103,AME,2015-12-31,381005000,898175000,36,590859000,6664530000,3409904000,3974295000,2015,2.46,240186585.366
104,AMG,2012-12-31,430400000,552100000,100,174000000,6187100000,4102900000,1748600000,2012,3.36,51785714.2857
105,AMG,2013-12-31,469600000,982700000,100,360500000,6318800000,4184600000,2069800000,2013,6.79,53092783.5052
106,AMG,2014-12-31,550600000,1120200000,100,452100000,7698100000,5071100000,2404200000,2014,8.22,55000000
107,AMG,2015-12-31,563800000,1139200000,100,516000000,7784800000,4947700000,2435900000,2015,9.49,54373024.236
108,AMGN,2013-12-31,3805000000,6287000000,82,5081000000,66125000000,44029000000,18676000000,2013,6.75,752740740.741
109,AMGN,2014-12-31,3731000000,6656000000,78,5158000000,69009000000,43231000000,20063000000,2014,6.8,758529411.765
110,AMGN,2015-12-31,4144000000,9073000000,80,6939000000,71449000000,43366000000,21662000000,2015,9.15,758360655.738
112,AMP,2012-12-31,4909000000,1556000000,81,1029000000,134729000000,125637000000,10259000000,2012,4.7,218936170.213
113,AMP,2013-12-31,5411000000,2282000000,83,1334000000,144576000000,136384000000,11230000000,2013,6.56,203353658.537
114,AMP,2014-12-31,5642000000,2903000000,84,1619000000,148810000000,140686000000,12296000000,2014,8.45,191597633.136
115,AMP,2015-12-31,5808000000,2559000000,81,1562000000,145342000000,138125000000,12200000000,2015,8.6,181627906.977
116,AMT,2012-12-31,437934000,1102959000,75,637283000,14089429000,10516328000,2875960000,2012,1.61,395827950.311
117,AMT,2013-12-31,446492000,1000045000,74,551333000,20283665000,16749500000,3361407000,2013,1.4,393809285.714
118,AMT,2014-12-31,473698000,1445938000,73,824910000,21263565000,17310005000,4100048000,2014,2.02,408371287.129
119,AMT,2015-12-31,462879000,1425911000,73,685074000,26904272000,20252593000,4771516000,2015,1.42,482446478.873
120,AMZN,2013-12-31,8658000000,647000000,27,274000000,40159000000,30413000000,74452000000,2013,0.6,456666666.667
121,AMZN,2014-12-31,14557000000,99000000,29,-241000000,54505000000,43764000000,88988000000,2014,-0.52,463461538.462
122,AMZN,2015-12-31,15890000000,2027000000,33,596000000,64747000000,51363000000,107006000000,2015,1.28,465625000
124,AN,2013-12-31,69200000,746100000,16,374900000,7914100000,5852400000,17517600000,2013,3.09,121326860.841
125,AN,2014-12-31,75400000,822300000,16,418700000,8399700000,6327600000,19108800000,2014,3.57,117282913.165
126,AN,2015-12-31,74100000,871900000,16,442600000,9548200000,7198900000,20862000000,2015,3.93,112620865.14
128,ANTM,2012-12-31,2475300000,4370100000,22,2655500000,58955400000,35152700000,61497200000,2012,8.26,321489104.116
129,ANTM,2013-12-31,1582100000,4442900000,21,2489700000,59574500000,34809300000,71023500000,2013,8.34,298525179.856
130,ANTM,2014-12-31,2151700000,4968800000,23,2569700000,61676300000,37425000000,73874100000,2013,9.31,276015037.594
131,ANTM,2015-12-31,2113500000,5284000000,23,2560000000,61717800000,38673700000,79156500000,2015,9.73,263103802.672
132,AON,2012-12-31,291000000,1608000000,100,993000000,30486000000,22724000000,11514000000,2012,3.03,327722772.277
133,AON,2013-12-31,477000000,1748000000,100,1113000000,30251000000,22106000000,11815000000,2013,3.57,311764705.882
134,AON,2014-12-31,374000000,2020000000,100,1397000000,29772000000,23201000000,12045000000,2014,4.73,295348837.209
135,AON,2015-12-31,384000000,1962000000,100,1385000000,27164000000,21058000000,11682000000,2015,4.93,280933062.88
136,APA,2012-12-31,160000000,5012000000,81,2001000000,60737000000,29406000000,16428000000,2012,4.95,404242424.242
137,APA,2013-12-31,1906000000,4137000000,80,2288000000,61637000000,28241000000,14771000000,2013,5.53,413743218.807
138,APA,2014-12-31,769000000,-2598000000,80,-5060000000,55952000000,30015000000,12691000000,2014,-14.06,359886201.991
139,APA,2015-12-31,1467000000,-27927000000,68,-23528000000,18842000000,16276000000,6383000000,2015,-61.2,384444444.444
140,APC,2013-12-31,3698000000,2792000000,80,801000000,55781000000,33924000000,14581000000,2013,1.58,506962025.316
141,APC,2014-12-31,7369000000,826000000,82,-1750000000,60967000000,41242000000,18470000000,2014,-3.47,504322766.571
142,APC,2015-12-31,939000000,-8864000000,63,-6692000000,46331000000,33512000000,8698000000,2015,-13.18,507738998.483
144,APD,2013-09-30,450400000,1492200000,27,994200000,17850100000,10808000000,10180400000,2013,4.74,209746835.443
145,APD,2014-09-30,336600000,1490500000,27,991700000,17779100000,10413300000,10439000000,2014,4.66,212811158.798
146,APD,2015-09-30,206400000,1846200000,30,1277900000,17334500000,10085500000,9894900000,2015,5.95,214773109.244
147,APD,2016-09-30,1501300000,2247700000,33,631100000,18055300000,10975700000,9524400000,2016,2.92,216130136.986
148,APH,2012-12-31,690850000,838400000,31,555300000,5215463000,2785504000,4292100000,2012,3.44,161424418.605
149,APH,2013-12-31,886800000,910200000,31,635700000,6168000000,3308500000,4614700000,2013,4,158925000
150,APH,2014-12-31,968900000,1052900000,32,709100000,6985900000,4078500000,5345500000,2014,2.26,313761061.947
151,APH,2015-12-31,1737200000,1121100000,32,763500000,7458400000,4219900000,5568700000,2015,2.47,309109311.741
152,ARNC,2012-12-31,1861000000,814000000,14,191000000,40179000000,26980000000,23700000000,2012,0.18,1061111111.11
153,ARNC,2013-12-31,1437000000,-1363000000,16,-2285000000,35742000000,25149000000,23032000000,2013,-2.14,1067757009.35
154,ARNC,2014-12-31,1877000000,970000000,20,268000000,37363000000,25057000000,23906000000,2014,0.21,1276190476.19
155,ARNC,2015-12-31,1919000000,746000000,20,-322000000,36528000000,24482000000,22534000000,2015,-0.31,1038709677.42
156,ATVI,2012-12-31,3959000000,1458000000,66,1149000000,14200000000,2883000000,4856000000,2012,1.01,1137623762.38
157,ATVI,2013-12-31,4410000000,1372000000,67,1010000000,14012000000,7390000000,4583000000,2013,0.96,1052083333.33
158,ATVI,2014-12-31,4848000000,1183000000,65,835000000,14642000000,7409000000,4408000000,2014,1.14,732456140.351
159,ATVI,2015-12-31,1823000000,1319000000,66,892000000,15251000000,7183000000,4664000000,2015,1.21,737190082.645
160,AVB,2012-12-31,2733618000,387351000,100,423562000,11160078000,4322863000,1000627000,2012,4.34,97594930.8756
161,AVB,2013-12-31,281355000,230229000,100,352771000,15328143000,6732011000,1462921000,2013,2.78,126896043.165
162,AVB,2014-12-31,509460000,849134000,100,697327000,16140578000,7094173000,1685061000,2014,5.22,133587547.893
163,AVB,2015-12-31,400507000,919209000,100,741733000,16931305000,7090779000,1856028000,2015,5.54,133886823.105
167,AVY,2013-12-28,351600000,426900000,27,213200000,4610600000,3118400000,6140000000,2013,2.19,97351598.1735
168,AVY,2015-01-03,207200000,424100000,26,245100000,4356900000,3309200000,6330300000,2014,2.65,92490566.0377
169,AVY,2016-01-02,158800000,469400000,28,274300000,4133700000,3168000000,5966900000,2015,3.01,91129568.1063
170,AWK,2012-12-31,54189000,630389000,53,358070000,14718976000,10255127000,2853926000,2012,2.03,176389162.562
171,AWK,2013-12-31,55469000,608000000,55,369000000,15088142000,10343161000,2879000000,2013,2.08,177403846.154
172,AWK,2014-12-31,37000000,710000000,55,423000000,16038000000,11108000000,3011000000,2014,2.36,179237288.136
173,AWK,2015-12-31,66000000,782000000,56,476000000,17241000000,12180000000,3159000000,2015,2.66,178947368.421
174,AXP,2012-12-31,27526000000,8197000000,0,4482000000,153140000000,134254000000,33781000000,2012,3.91,1146291560.1
175,AXP,2013-12-31,24004000000,9404000000,0,5359000000,153375000000,133879000000,34828000000,2013,4.91,1091446028.51
176,AXP,2014-12-31,26249000000,10325000000,0,5885000000,159103000000,138430000000,35895000000,2014,,
177,AXP,2015-12-31,26263000000,9086000000,0,5163000000,161184000000,140511000000,34441000000,2015,,
178,AYI,2013-08-31,359100000,224300000,40,127400000,1903800000,910300000,2089100000,2013,2.97,42895622.8956
179,AYI,2014-08-31,552500000,297800000,41,175800000,2166400000,1002900000,2393500000,2014,4.07,43194103.1941
180,AYI,2015-08-31,756800000,375100000,42,222100000,2407000000,1047000000,2706700000,2015,5.13,43294346.9786
181,AYI,2016-08-31,413200000,476800000,44,290800000,2948000000,1288200000,3291300000,2016,6.67,43598200.8996
182,AZO,2013-08-31,142191000,1773098000,52,1016480000,6892089000,8579408000,9147530000,2013,28.28,35943422.9137
183,AZO,2014-08-30,124485000,1830223000,52,1069744000,7497163000,9119020000,9475313000,2014,32.16,33263184.0796
184,AZO,2015-08-29,175309000,1953051000,52,1160241000,8102349000,9803739000,10187340000,2015,36.76,31562595.2122
185,AZO,2016-08-27,189734000,2060395000,53,1241007000,8599787000,10387325000,10635676000,2016,41.52,29889378.6127
186,BA,2013-12-31,9088000000,6618000000,15,4585000000,92663000000,77788000000,86623000000,2013,6.03,760364842.454
187,BA,2014-12-31,11733000000,7470000000,15,5446000000,92921000000,84256000000,90762000000,2014,7.47,729049531.459
188,BA,2015-12-31,11302000000,7430000000,15,5176000000,94408000000,88073000000,96114000000,2015,7.52,688297872.34
190,BAC,2012-12-31,626626000000,17826000000,0,4188000000,2209974000000,1973018000000,100078000000,2012,0.26,16107692307.7
191,BAC,2013-12-31,577793000000,27531000000,0,11431000000,2102273000000,1869588000000,101697000000,2013,0.94,12160638297.9
192,BAC,2014-12-31,581963000000,16709000000,0,4833000000,2104534000000,1861063000000,95181000000,2014,0.36,13425000000
194,BAX,2012-12-31,3270000000,2925000000,51,2326000000,20390000000,13452000000,13936000000,2012,4.22,551184834.123
195,BAX,2013-12-31,2733000000,503000000,44,2012000000,25224000000,16761000000,9413000000,2013,3.7,543783783.784
196,BAX,2014-12-31,2925000000,635000000,43,2497000000,26138000000,18018000000,10719000000,2014,4.61,541648590.022
197,BAX,2015-12-31,2213000000,554000000,42,968000000,20975000000,12129000000,9968000000,2015,1.78,543820224.719
198,BBBY,2013-03-02,564971000,1638218000,40,1037788000,6279952000,2200222000,10914585000,2012,4.62,224629437.229
199,BBBY,2014-03-01,366516000,1614587000,40,1022290000,6356033000,2414746000,11503963000,2013,4.85,210781443.299
200,BBBY,2015-02-28,875574000,1554293000,39,957474000,6758993000,4015803000,11881176000,2014,5.13,186642105.263
201,BBBY,2016-02-27,515573000,1414903000,38,841489000,6498940000,3939400000,12103887000,2015,5.15,163395922.33
202,BBT,2012-12-31,42267000000,3423000000,0,1979000000,184499000000,163341000000,10737000000,2012,2.74,722262773.723
203,BBT,2013-12-31,42370000000,3873000000,0,1680000000,183010000000,160251000000,10543000000,2013,2.22,756756756.757
204,BBT,2014-12-31,43472000000,3656000000,0,2131000000,186834000000,162545000000,9998000000,2014,2.79,763799283.154
205,BBT,2015-12-31,47538000000,3419000000,0,2084000000,209947000000,182641000000,10346000000,2015,2.59,804633204.633
206,BBY,2012-03-03,1199000000,2277000000,24,-1231000000,16005000000,12260000000,45457000000,2012,-3.36,366369047.619
207,BBY,2014-02-01,2678000000,1183000000,23,532000000,14013000000,10027000000,40611000000,2014,1.56,341025641.026
208,BBY,2015-01-31,2432000000,1477000000,22,1233000000,15245000000,10250000000,40339000000,2015,3.53,349291784.703
209,BBY,2016-01-30,1976000000,1390000000,23,897000000,13519000000,9141000000,39528000000,2016,2.59,346332046.332
210,BCR,2013-12-31,1083200000,1258400000,61,689800000,5041100000,2952900000,3049500000,2013,8.54,80772833.7237
211,BCR,2014-12-31,1007600000,490600000,62,294500000,5092600000,3287700000,3323600000,2014,3.83,76892950.3916
212,BCR,2015-12-31,1030900000,394300000,62,135400000,4844000000,3388700000,3416000000,2015,1.8,75222222.2222
214,BDX,2013-09-30,1890000000,1303000000,52,1293000000,12149000000,7106000000,8054000000,2013,6.63,195022624.434
215,BDX,2014-09-30,1861000000,1657000000,51,1185000000,12447000000,7395000000,8446000000,2014,6.13,193311582.382
216,BDX,2015-09-30,1424000000,1110000000,46,695000000,26478000000,19314000000,10282000000,2015,3.43,202623906.706
217,BDX,2016-09-30,1541000000,1462000000,48,976000000,25586000000,17953000000,12483000000,2016,4.59,212636165.577
218,BHI,2013-12-31,1399000000,1949000000,17,1096000000,27934000000,10221000000,22364000000,2013,2.47,443724696.356
219,BHI,2014-12-31,1740000000,2859000000,20,1719000000,28827000000,10202000000,24551000000,2014,3.93,437404580.153
220,BHI,2015-12-31,2324000000,-2396000000,8,-1967000000,24080000000,7782000000,15742000000,2015,-4.49,438084632.517
222,BIIB,2013-12-31,602562000,2505500000,88,1862300000,11863335000,3243093000,6932200000,2013,7.86,236933842.239
223,BIIB,2014-12-31,1204900000,3963400000,88,2934800000,14314700000,3505700000,9703300000,2014,12.42,236296296.296
224,BIIB,2015-12-31,1308000000,4767300000,88,3547000000,19504800000,10132000000,10763800000,2015,15.38,230624187.256
226,BK,2012-12-31,145340000000,3891000000,100,2437000000,358990000000,322559000000,14528000000,2012,2.04,1194607843.14
227,BK,2013-12-31,155280000000,4120000000,100,2104000000,374516000000,337019000000,14942000000,2013,1.75,1202285714.29
228,BK,2014-12-31,143449000000,3917000000,100,2567000000,385303000000,347862000000,15649000000,2014,2.17,1182949308.76
229,BK,2015-12-31,159259000000,4535000000,100,3158000000,393780000000,355743000000,14951000000,2015,2.73,1156776556.78
230,BLL,2012-12-31,174100000,775400000,18,396300000,7507100000,6392500000,8735700000,2012,2.61,151839080.46
231,BLL,2013-12-31,416000000,767400000,19,406800000,7820400000,6595800000,8468100000,2013,2.79,145806451.613
232,BLL,2014-12-31,191400000,805500000,19,470000000,7571000000,6537900000,8570000000,2014,3.39,138643067.847
233,BLL,2015-12-31,224000000,488700000,19,280900000,9777000000,8525700000,7997000000,2015,2.05,137024390.244
234,BMY,2012-12-31,1656000000,2340000000,74,1960000000,35897000000,22274000000,17621000000,2012,1.17,1675213675.21
235,BMY,2013-12-31,3586000000,2891000000,72,2563000000,38592000000,23438000000,16385000000,2013,1.56,1642948717.95
236,BMY,2014-12-31,5571000000,2381000000,75,2004000000,33749000000,18897000000,15879000000,2014,1.21,1656198347.11
237,BMY,2015-12-31,2385000000,2077000000,76,1565000000,31748000000,17482000000,16560000000,2015,0.94,1664893617.02
238,BSX,2012-12-31,207000000,-3846000000,68,-4068000000,17154000000,10284000000,7249000000,2012,-2.89,1407612456.75
239,BSX,2013-12-31,217000000,101000000,70,-121000000,16571000000,10032000000,7143000000,2013,-0.09,1344444444.44
240,BSX,2014-12-31,587000000,-293000000,70,-119000000,17024000000,10567000000,7380000000,2014,-0.09,1322222222.22
241,BSX,2015-12-31,319000000,-366000000,71,-239000000,18133000000,11813000000,7477000000,2015,-0.18,1327777777.78
242,BWA,2013-12-31,939500000,860000000,21,624300000,6917000000,3356400000,7436600000,2013,2.73,228681318.681
243,BWA,2014-12-31,797800000,969200000,21,655800000,7228000000,3611800000,8305100000,2014,2.89,226920415.225
244,BWA,2015-12-31,577700000,947200000,21,609700000,8825700000,5272000000,8023200000,2015,2.72,224154411.765
246,BXP,2012-12-31,1041978000,651801000,64,289650000,15462321000,10254380000,1847186000,2012,1.93,150077720.207
247,BXP,2013-12-31,2365137000,689341000,64,749811000,20176264000,14383799000,2135539000,2013,4.87,153965297.741
248,BXP,2014-12-31,1763079000,979664000,64,443611000,19886767000,14188836000,2396998000,2014,2.83,156753003.534
249,BXP,2015-12-31,723718000,1231384000,64,583106000,18379456000,12670021000,2490821000,2015,3.79,153853825.858
250,C,2012-12-31,399898000000,28437000000,100,7541000000,1864660000000,1675611000000,59581000000,2012,2.51,3004382470.12
251,C,2013-12-31,455927000000,35979000000,100,13659000000,1880382000000,1676043000000,67997000000,2013,4.35,3140000000
252,C,2014-12-31,402767000000,28391000000,100,7310000000,1842181000000,1631996000000,69606000000,2014,2.21,3307692307.69
253,C,2015-12-31,352772000000,36747000000,100,17242000000,1731210000000,1509353000000,68024000000,2015,5.41,3187060998.15
254,CAG,2013-05-26,183900000,1299000000,25,773900000,20405300000,15140900000,13469300000,2013,1.88,411648936.17
255,CAG,2014-05-25,141300000,1148500000,25,303100000,19319500000,14061000000,11838200000,2014,0.72,420972222.222
256,CAG,2015-05-31,164700000,1330300000,24,-252600000,17437800000,12911800000,11937000000,2015,-0.6,421000000
257,CAG,2016-05-29,834500000,881400000,27,-677000000,13390600000,9677000000,11642900000,2016,-1.57,431210191.083
258,CAH,2013-06-30,1901000000,1011000000,5,334000000,25819000000,19844000000,101093000000,2013,0.98,340816326.531
259,CAH,2014-06-30,2865000000,1931000000,6,1166000000,26033000000,19632000000,91084000000,2014,3.42,340935672.515
260,CAH,2015-06-30,4616000000,2108000000,6,1215000000,30142000000,23886000000,102531000000,2015,3.66,331967213.115
261,CAH,2016-06-30,2356000000,2454000000,5,1427000000,34122000000,27568000000,121546000000,2016,4.36,327293577.982
262,CAT,2013-12-31,6081000000,5593000000,26,3789000000,84896000000,64085000000,55656000000,2013,5.87,645485519.591
263,CAT,2014-12-31,7341000000,3636000000,25,2452000000,84681000000,67935000000,55184000000,2014,5.99,409348914.858
264,CAT,2015-12-31,6460000000,3946000000,27,2512000000,78342000000,63533000000,47011000000,2015,3.54,709604519.774
266,CB,2012-12-31,615000000,3226000000,30,2706000000,92545000000,65014000000,17936000000,2012,7.96,339949748.744
267,CB,2013-12-31,579000000,4513000000,35,3758000000,94510000000,65685000000,19261000000,2013,11.02,341016333.938
